Step,Value
1493,0.49832552671432495
2121,0.37812352180480957
2454,0.32681336998939514
2816,0.2848011255264282
3020,0.26556292176246643
3228,0.24845105409622192
3381,0.23720791935920715
4364,0.1959211677312851
4450,0.192134827375412
4534,0.18857520818710327
5500,0.157636359333992
5573,0.15557150542736053
5670,0.152910053730011
5772,0.15020790696144104
5854,0.14810386300086975
5937,0.14603334665298462
6031,0.14375725388526917
6118,0.1417129784822464
6195,0.13995157182216644
6280,0.13805732131004333
6383,0.13582955300807953
6474,0.13392029702663422
6561,0.132144495844841
6650,0.130375936627388
6743,0.12857778370380402
6826,0.12701435387134552
6920,0.12528902292251587
7003,0.12380408495664597
7087,0.12233667075634003
7169,0.12093736976385117
7260,0.11942148953676224
7338,0.11815208196640015
7428,0.1167205199599266
7518,0.11532322317361832
7605,0.11400394141674042
7684,0.11283186078071594
7786,0.11135371029376984
7877,0.11006728559732437
7951,0.10904289036989212
8033,0.1079297885298729
8122,0.106747105717659
8200,0.10573171079158783
8289,0.10459645092487335
8389,0.10334962606430054
8480,0.10224056243896484
8586,0.10097833722829819
8685,0.09982728958129883
8775,0.09880341589450836
8852,0.09794396907091141
8934,0.09704499691724777
9029,0.09602392464876175
9123,0.09558259695768356
9205,0.09473112225532532
9316,0.09360240399837494
9420,0.09256900101900101
9548,0.09132802486419678
9656,0.09030654281377792
9756,0.0893808901309967
9862,0.08842019736766815
9949,0.08764699846506119
10046,0.086800716817379
10156,0.08586057275533676
10247,0.08509808033704758
10323,0.08447156846523285
10398,0.08386228233575821
10489,0.0831347107887268
10593,0.082318514585495
10663,0.08177810907363892
10737,0.08121449500322342
10810,0.08066605031490326
10897,0.08002202212810516
10975,0.07945330440998077
11064,0.07881417125463486
11141,0.07826945185661316
11229,0.07765606790781021
11302,0.0771544873714447
11382,0.0766121968626976
11465,0.076057568192482
11550,0.0754978358745575
11630,0.07497850060462952
11711,0.07445991039276123
11785,0.07399236410856247
11962,0.07364989072084427
12173,0.07237328588962555
12279,0.0717485100030899
12387,0.07112295180559158
12533,0.07029442489147186
12679,0.06948497146368027
12776,0.06895741820335388
12875,0.0684271827340126
12973,0.06791027635335922
13053,0.06749406456947327
13132,0.06708803027868271
13223,0.06662633270025253
13323,0.066126249730587
13412,0.06568744778633118
13498,0.06526892632246017
13583,0.06486048549413681
13683,0.06438646465539932
13775,0.06395643949508667
13873,0.0635046511888504
13950,0.06315412372350693
14926,0.059024520218372345
15886,0.05545763671398163
15964,0.055186670273542404
16063,0.054846540093421936
16163,0.05450720712542534
16248,0.05422205850481987
16340,0.05391676723957062
16424,0.05364101380109787
16514,0.05334867537021637
16592,0.05309787765145302
16679,0.05282091349363327
16766,0.052546821534633636
16856,0.052266255021095276
16945,0.05199173837900162
17038,0.05170794576406479
17113,0.051481328904628754
17205,0.05120604485273361
17290,0.05095430836081505
17380,0.05069044977426529
17464,0.050446633249521255
17552,0.05019370838999748
17631,0.04996880516409874
17707,0.04975433275103569
17797,0.04950272664427757
17899,0.049220625311136246
17993,0.04896348714828491
18082,0.048722486943006516
18174,0.04847584292292595
18277,0.04820265993475914
18381,0.047929927706718445
18482,0.04766800254583359
19447,0.046279631555080414
21328,0.04262002930045128
21623,0.04203857108950615
21764,0.0417662188410759
21895,0.04151632636785507
22022,0.04127690568566322
22139,0.04105876386165619
22243,0.04086678847670555
22335,0.04069845378398895
22432,0.04052246734499931
22533,0.040340833365917206
22610,0.04020344838500023
22704,0.04003699868917465
22793,0.0398806668817997
22895,0.039702992886304855
22972,0.0395699106156826
23056,0.039425745606422424
23144,0.03927583992481232
23218,0.0391506589949131
23296,0.03901957347989082
23386,0.03886941075325012
23466,0.038736894726753235
23551,0.03859708830714226
23631,0.03846642002463341
23728,0.03830917179584503
23823,0.038156405091285706
23908,0.038020744919776917
24000,0.03787500038743019
24501,0.03710052743554115
24585,0.03697376325726509
24683,0.0368269644677639
24780,0.03668280690908432
24896,0.03651189059019089
25028,0.036319322884082794
25150,0.036143142729997635
25285,0.03595016896724701
25410,0.03577331826090813
25533,0.03560098633170128
25666,0.03541650250554085
25792,0.03524348512291908
25899,0.0350978784263134
28718,0.03207048028707504
31865,0.028903184458613396
31984,0.028795648366212845
32073,0.028715742751955986
32177,0.028622929006814957
32256,0.0285528264939785
32329,0.02848835475742817
32408,0.02841890975832939
32491,0.028346311300992966
32585,0.028264539316296577
32659,0.02820049598813057
32746,0.028125572949647903
32821,0.02806130237877369
32904,0.027990518137812614
32988,0.027919244021177292
33069,0.027850857004523277
33154,0.027779454365372658
33233,0.027713418006896973
33331,0.027631934732198715
33406,0.02756989747285843
33490,0.02750074677169323
33565,0.02743929624557495
33641,0.027377307415008545
33725,0.02730911783874035
33813,0.027238044887781143
33885,0.02718016877770424
33973,0.027109764516353607
34054,0.02704528160393238
34130,0.026985056698322296
34207,0.026924313977360725
34283,0.02686462737619877
34372,0.02679506503045559
34454,0.02673129364848137
34542,0.026663193479180336
34624,0.026600046083331108
34698,0.02654331736266613
34784,0.026477690786123276
34874,0.026409359648823738
34953,0.026349669322371483
35041,0.026283496990799904
35128,0.02621840126812458
35207,0.02615956962108612
35297,0.02609286829829216
35376,0.026034599170088768
35449,0.025980986654758453
35523,0.02592686377465725
35607,0.025865700095891953
35679,0.025813503190875053
35765,0.02575143240392208
35842,0.025696109980344772
35922,0.02563888393342495
36002,0.025581911206245422
36087,0.02552165649831295
36175,0.025459570810198784
36258,0.025401290506124496
36352,0.025335608050227165
36434,0.02527858503162861
36523,0.02521698735654354
36611,0.025156373158097267
36694,0.02509947121143341
36785,0.025037379935383797
36872,0.02497830241918564
36954,0.024922877550125122
37036,0.024867696687579155
37130,0.02480473928153515
37212,0.024750079959630966
37302,0.02469036541879177
37382,0.024637525901198387
37474,0.02457704022526741
37547,0.02452925592660904
37641,0.02446800097823143
37739,0.024404462426900864
37826,0.02434833161532879
37908,0.024295663461089134
37992,0.024241944774985313
38078,0.02418719418346882
38169,0.024129528552293777
38251,0.024077801033854485
38338,0.024023162201046944
38434,0.02396315708756447
38524,0.023907175287604332
38608,0.023855159059166908
38696,0.023800909519195557
38780,0.023749355226755142
38862,0.023699242621660233
38940,0.023651771247386932
39033,0.0235954187810421
39120,0.023542944341897964
39204,0.02349250018596649
39290,0.023441080003976822
39380,0.02338750660419464
39466,0.023336542770266533
39553,0.023285211995244026
39642,0.02323293499648571
39719,0.023187894374132156
39810,0.02313489094376564
39889,0.023089071735739708
39969,0.02304285764694214
40057,0.02299223653972149
40136,0.022946979850530624
40218,0.02290019392967224
40297,0.022855298593640327
40381,0.022807756438851357
40473,0.022755911573767662
40560,0.022707100957632065
40643,0.02266072854399681
40717,0.022619545459747314
40792,0.022577956318855286
40883,0.022527700290083885
40970,0.022479863837361336
41057,0.022432228550314903
41136,0.02238914743065834
41216,0.022345691919326782
41294,0.02230348251760006
41376,0.02225928008556366
41459,0.022214718163013458
41553,0.022164463996887207
41626,0.022125594317913055
41711,0.02208050712943077
41797,0.02203507348895073
