Step,Value
60565,1.0
60652,1.0
60751,1.0
60865,1.0
60942,1.0
61037,1.0
61138,1.0
61259,1.0
61324,1.0
61434,1.0
61536,1.0
61580,1.0
61695,1.0
61809,1.0
61897,1.0
62013,1.0
62093,1.0
62217,1.0
62306,1.0
62411,1.0
62507,1.0
62637,1.0
62754,1.0
62843,1.0
62934,1.0
63032,1.0
63146,1.0
63245,1.0
63366,1.0
63459,1.0
63560,1.0
63650,1.0
63775,1.0
63882,1.0
63990,1.0
64090,1.0
64202,1.0
64298,1.0
64414,1.0
64502,1.0
64608,1.0
64706,1.0
64817,1.0
64929,1.0
65052,1.0
65160,1.0
65246,1.0
65346,1.0
65456,1.0
65553,1.0
65678,1.0
65780,1.0
65888,1.0
65988,1.0
66105,1.0
66232,1.0
66296,1.0
66412,1.0
66517,1.0
66633,1.0
66729,1.0
66838,1.0
66938,1.0
67056,1.0
67147,1.0
67271,1.0
67371,1.0
67490,1.0
67585,1.0
67660,1.0
67763,1.0
67887,1.0
67962,1.0
68061,1.0
68187,1.0
68281,1.0
68380,1.0
68504,1.0
68611,1.0
68668,1.0
68788,1.0
68901,1.0
69023,1.0
69100,1.0
69217,1.0
69344,1.0
69458,1.0
69564,1.0
69664,1.0
69742,1.0
69837,1.0
69955,1.0
70069,1.0
70181,1.0
70305,1.0
70433,1.0
70538,1.0
70631,1.0
70751,1.0
70859,1.0
70962,1.0
71076,1.0
71146,1.0
71267,1.0
71367,1.0
71382,1.0
71492,1.0
71613,1.0
71727,1.0
71794,1.0
71871,1.0
71974,1.0
72051,1.0
72143,1.0
72208,1.0
72295,1.0
72369,1.0
72448,1.0
72561,1.0
72681,1.0
72797,1.0
72880,1.0
72954,1.0
73047,1.0
73150,1.0
73227,1.0
73325,1.0
73447,1.0
73527,1.0
73622,1.0
73698,1.0
73809,1.0
73941,1.0
74036,1.0
74120,1.0
74209,1.0
74285,1.0
74344,1.0
74444,1.0
74567,1.0
74654,1.0
74767,1.0
74852,1.0
74922,1.0
75019,1.0
75118,1.0
75204,1.0
75298,1.0
75423,1.0
75527,1.0
75637,1.0
75738,1.0
75846,1.0
75888,1.0
76011,1.0
76135,1.0
76205,1.0
76315,1.0
76427,1.0
76534,1.0
76656,1.0
76771,1.0
76856,1.0
76927,1.0
77037,1.0
77124,1.0
77242,1.0
77372,1.0
77484,1.0
77577,1.0
77680,1.0
77770,1.0
77889,1.0
77987,1.0
78095,1.0
78198,1.0
78300,1.0
78385,1.0
78478,1.0
78532,1.0
78633,1.0
78734,1.0
78832,1.0
78910,1.0
78992,1.0
79094,1.0
79208,1.0
79299,1.0
79388,1.0
79504,1.0
79587,1.0
79707,1.0
79792,1.0
79899,1.0
79987,1.0
80074,1.0
80191,1.0
80292,1.0
80389,1.0
80506,1.0
80614,1.0
80736,1.0
80850,1.0
80949,1.0
81056,1.0
81171,1.0
81247,1.0
81365,1.0
81455,1.0
81526,1.0
81629,1.0
81693,1.0
81793,1.0
81899,1.0
81983,1.0
82110,1.0
82171,1.0
82229,1.0
82318,1.0
82406,1.0
82478,1.0
82532,1.0
82628,1.0
82730,1.0
82832,1.0
82937,1.0
83015,1.0
83135,1.0
83246,1.0
83342,1.0
83418,1.0
83499,1.0
83586,1.0
83691,1.0
83799,1.0
83897,1.0
84011,1.0
84107,1.0
84202,1.0
84314,1.0
84407,1.0
84479,1.0
84589,1.0
84668,1.0
84760,1.0
84853,1.0
84913,1.0
84989,1.0
85085,1.0
85156,1.0
